geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00049398,26.6,33.9,18.5,21
E00049399,38.4,34.1,15.2,12.3
E00049400,35.8,27.6,19.5,17.1
E00049401,44,23,24,9
E00049402,41,39.6,9,10.4
E00049403,31.5,29.8,16.1,22.6
E00049404,40.5,31.7,17.5,10.3
E00049405,46.3,25,11.8,16.9
E00049406,27,49.5,15.3,8.1
E00049407,31,34.5,14.7,19.8
E00049409,23.7,41.7,20.1,14.4
E00049410,14.6,41.5,26.8,17.1
E00049411,28.1,38.3,15.6,18
E00049412,18.5,25.8,18.5,37.1
E00049413,27.3,40.6,13.3,18.9
E00049414,22.6,35,21.2,21.2
E00049415,26.7,26,19.2,28.1
E00049416,19.1,50.7,16.9,13.2
E00049417,36,28.7,22.8,12.5
E00049418,25.4,36.5,13.5,24.6
E00049419,21.5,34.7,27.8,16
E00049420,30.6,36.1,16,17.4
E00049421,19,49.1,16.6,15.3
E00049422,22,36.2,16.5,25.2
E00049423,36.6,29.3,13.8,20.3
E00049424,24.6,33.1,16.2,26.2
E00049425,33.3,36.2,15.9,14.5
E00049426,40.5,20.3,23.5,15.7
E00049427,34.6,25.4,21.5,18.5
E00049428,17.2,36.2,22.4,24.1
E00049429,54.9,24.8,11,9.3
E00049430,50,21.2,11,17.8
E00049431,32.3,32.3,17.7,17.7
E00049432,41.5,30.5,12.2,15.9
E00049433,29.4,36,18.4,16.2
E00049434,31.5,27.7,12.3,28.5
E00049435,40.9,26.8,18.9,13.4
E00049436,18,29.5,18.9,33.6
E00049437,20.5,30.3,28.7,20.5
E00049439,29.1,38.8,16.4,15.7
E00049440,28.9,36.7,16.4,18
E00049460,23.8,33.1,19.2,23.8
E00049461,46,38,8.8,7.3
E00049463,24.2,25,21,29.8
E00049467,26.3,44.9,14.4,14.4
E00050481,15.4,32.4,22.8,29.4
E00050482,28.1,23,27.4,21.5
E00050483,16,27.7,27.7,28.6
E00050484,16.1,19.6,21.7,42.7
E00050485,32.2,23.7,13.8,30.3
E00050486,10.4,32,20,37.6
E00050487,20.2,26.1,16.8,37
E00050489,16.8,28,18.4,36.8
E00050490,18.8,33.8,18.8,28.6
E00050491,37.1,41.4,10.3,11.2
E00050492,20.6,25.4,18.3,35.7
E00050729,16.5,26.6,21.6,35.3
E00050731,26.5,46,18.6,8.8
E00050732,22,43.3,17.3,17.3
E00050733,18.6,42.3,23.1,16
E00050734,16,37.8,19.3,26.9
E00050735,23.8,37.7,20,18.5
E00050736,16.3,30.7,23.8,29.2
E00050737,23.3,34.5,21.6,20.7
E00050738,47,29.9,13.7,9.4
E00050739,18.8,21.7,22.5,37
E00050740,31.9,38.7,10.1,19.3
E00050741,16.8,45.6,16,21.6
E00050742,9.3,47.4,18.6,24.7
E00050743,26.8,26.8,22.5,23.9
E00050744,21.1,28.6,19.2,31
E00050745,40.4,36.7,17.5,5.4
E00050746,36,37.5,14,12.5
E00050747,26.8,26.8,19.6,26.8
E00050748,16.5,23.5,18.3,41.7
E00050750,46.5,19.2,13.4,20.9
E00050751,47.9,26.4,13.9,11.8
E00050752,27.1,23.6,22.1,27.1
E00050753,13.7,21,14.5,50.8
E00050754,45.3,18.8,17.2,18.8
E00050755,28.1,31.4,24,16.5
E00050757,39.7,25.5,12.1,22.7
E00050758,10.4,27,21.7,40.9
E00050759,42.3,25.4,16.2,16.2
E00050760,53.6,19.6,11.3,15.5
E00050761,57.4,26.2,9.9,6.4
E00050762,33.8,30.1,25,11
E00050763,40.2,27,16.4,16.4
E00050764,42,19.6,17.4,21
E00050765,26.9,28.3,20,24.8
E00050766,14,25,16.2,44.9
E00050767,32.9,27.4,21.2,18.5
E00050768,18.1,16.4,14.7,50.9
E00050769,12.6,20,21.5,45.9
E00051006,18.9,32.6,21.2,27.3
E00051010,16.3,21.6,20.9,41.2
E00051011,21.8,28.2,17.7,32.3
E00051014,17.6,29.4,22.1,30.9
E00051016,45.9,23.9,10.6,19.7
