areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00002524,80.5,12.6,6.9
W00002525,80.8,14.1,5.1
W00002526,78.9,15.9,5.2
W00002527,75.4,15.8,8.8
W00002528,82.7,12.3,5
W00002529,78.5,16.9,4.6
W00002530,85.3,11.2,3.4
W00003477,75.9,18.7,5.4
W00003478,84.2,10.2,5.6
W00003481,77.9,16.6,5.5
W00003647,77,16.3,6.7
W00003648,77.1,19.8,3.1
W00003649,72.2,18.8,9
W00003650,81.3,15.3,3.4
W00003651,76.6,14.9,8.5
W00003652,83.8,11.1,5.1
W00003653,78.1,15.4,6.6
W00003654,59.1,26.3,14.7
W00003655,78.1,17.3,4.6
W00003694,83.4,14.3,2.2
W00003698,83.6,11.9,4.6
W00003699,83.2,10.3,6.5
