areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00095939,80.7,15.3,4
E00095940,75.1,18.5,6.4
E00095941,73.6,22.7,3.7
E00095942,73,17.7,9.3
E00095943,80.5,17,2.5
E00095944,81.6,13,5.4
E00095945,66.8,22,11.2
E00095946,78.7,15.2,6.1
E00095947,63.5,22.1,14.5
E00095948,74,18.8,7.2
E00095949,84.2,11.5,4.3
E00095950,80.3,15.4,4.3
E00095951,76.4,17.9,5.7
E00095952,76.6,17.2,6.2
E00095953,70.4,20.7,8.8
E00095954,69,23.7,7.3
E00095955,82.7,12.9,4.4
E00096026,83.2,11.9,4.9
E00096028,78.9,14.6,6.5
E00096029,81.2,14.9,3.9
E00096032,82,13.5,4.5
E00096033,82.7,11.4,5.8
E00096034,70.5,18.6,11
E00096400,85.1,12.6,2.3
E00096401,88.1,10.4,1.5
E00096402,84.4,9.5,6.1
E00096403,83.5,12.9,3.5
E00096404,88.2,9.1,2.8
E00096405,82,12,6
E00096406,83.1,11.2,5.7
E00096407,78.1,18.1,3.8
E00096408,86.8,11.8,1.3
