geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00037600,86.7,9.9,3.5
E00037601,66.2,16.9,16.9
E00037602,86.2,9,4.8
E00037628,82.3,12.7,5.1
E00037629,81.5,12.6,5.9
E00037631,84.9,11.3,3.8
E00037632,84.3,9.2,6.5
E00037634,84,12,4
E00037636,55.8,36.4,7.8
E00037637,74.7,16.7,8.6
E00037638,69.4,15.8,14.7
E00037639,77.2,15.6,7.1
E00037640,79.5,14.6,5.8
E00037641,86.4,10.3,3.3
E00037642,85.4,12.8,1.8
E00037644,68.5,18.9,12.6
E00037645,75.8,16.3,7.9
E00037646,90.8,7.2,2
E00037647,83.2,11.6,5.2
E00037648,88,9.9,2.1
E00037649,83.1,12.7,4.2
E00037650,79.7,13.3,7.1
E00037651,87.4,10.1,2.4
E00037652,86.2,12,1.8
E00037653,78.5,17,4.5
E00037654,77,15.8,7.2
E00037655,82.9,12.2,4.9
E00037656,87.3,9.4,3.3
E00037657,86,10.8,3.2
E00037658,82.4,14.8,2.8
E00037659,69.7,22,8.3
E00037660,83.3,11.2,5.6
E00037661,84.5,12.6,2.8
E00037662,85.3,11.6,3.2
E00037663,53.4,33.5,13
E00037664,79.9,15.9,4.2
E00037665,79.5,15.8,4.7
E00037666,77.6,12.6,9.8
E00037667,83.5,12.6,3.9
E00041199,89.1,8,2.9
E00041254,78.8,15.3,5.9
E00041256,74.8,16.8,8.4
E00041258,79.9,14.4,5.7
E00041260,57.6,22.1,20.3
E00041261,73.2,19.5,7.3
E00041262,70.9,20.7,8.4
E00041263,76.1,16.1,7.9
E00041264,63.9,16.3,19.7
E00041267,75.9,11.9,12.2
E00041269,79.2,12.9,7.8
E00041270,70.7,16.4,12.9
E00041272,83.2,12.2,4.6
E00041273,85.5,12.5,2
E00041274,79.5,14.4,6
E00041275,75.3,16,8.7
E00041276,80.5,14,5.5
E00041279,75.7,14.8,9.5
E00041283,76.4,15.5,8.1
E00041284,80.7,14.4,4.8
E00041285,80.6,12.9,6.5
E00041286,83.1,12.4,4.4
E00041287,84.5,10,5.5
E00041290,82,12,6
E00041291,84.7,11.2,4.1
E00041292,82.8,13.1,4.1
E00041293,74.4,14.6,11
E00041296,73.7,13.4,12.9
E00041297,87.1,11.2,1.7
E00168693,92.3,6.7,1
E00168712,91.9,5,3.1
E00168717,93.2,5,1.8
E00168718,88,7.9,4.1
E00180091,73.3,21.1,5.6
E00180135,94.4,4.9,0.7
E00185185,81.8,12.6,5.5
E00185211,85.6,10.6,3.9
E00185253,78.3,15,6.7
