geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00104757,83.2,13.2,3.6
E00105850,76.5,16.7,6.9
E00105851,71,17.7,11.4
E00105852,75.3,18.4,6.4
E00105853,46.5,34,19.5
E00105854,82.7,11.5,5.8
E00105855,76.5,17.4,6.1
E00105859,82.7,14.9,2.4
E00105866,81.2,12.7,6.2
E00105869,73.4,20.2,6.4
E00105870,79.1,15.9,5
E00105871,66.1,20.6,13.3
E00105872,78,16.6,5.4
E00105873,65.4,26.7,7.9
E00105874,76.2,18.1,5.7
E00105875,68.4,22.7,8.9
E00105876,70.1,18.3,11.6
E00105886,80.4,14.3,5.3
E00105887,83.9,11.5,4.6
E00105891,82.5,13,4.5
E00105892,76.8,14.4,8.8
E00105893,80.1,14.4,5.4
E00105894,80.9,14.4,4.7
E00105895,77.6,14,8.3
E00105897,86.9,9.2,3.9
E00105898,76.3,19.9,3.8
E00105899,79.3,13.2,7.4
E00105900,66,22.5,11.5
E00105901,77.3,16.3,6.4
E00105903,89.9,9.2,0.9
E00105905,78.1,15.8,6.1
E00105906,81.1,15.2,3.7
E00105907,84.2,14.5,1.3
E00105908,85.9,11.9,2.3
E00105909,74.4,18.8,6.8
E00105910,77.3,14.9,7.9
E00105911,84.1,10.3,5.6
E00105912,83.4,11.8,4.7
E00105960,76.3,14.2,9.6
E00105961,76.5,12.8,10.6
E00105966,85.2,10.5,4.4
E00105968,76.6,13.3,10.1
E00105977,79.9,13.8,6.3
E00106032,77,16.9,6
E00106033,76.2,15,8.8
E00106034,81,13.5,5.6
E00106035,78.9,16.3,4.9
E00106036,71.2,23.5,5.3
E00106038,62.2,26.7,11.1
E00106039,75.2,16.2,8.6
E00106040,77.3,16,6.7
E00106041,75.9,17.5,6.6
E00106042,71.9,17.4,10.8
E00106044,78.8,16.8,4.3
E00106049,65.6,21.8,12.6
E00106050,78.1,17.8,4
E00106051,60.8,26,13.2
E00106052,69.6,20.8,9.6
E00106053,75.2,16.4,8.4
E00106054,75.9,14.9,9.3
E00106055,75.7,14.7,9.7
E00106056,81.4,11.3,7.4
E00106105,81.7,12.8,5.4
E00106106,80.3,16.6,3.1
E00106107,81.1,12.7,6.2
E00106108,81.5,12.6,5.9
E00106109,80.4,13.9,5.8
E00106110,66.5,22.8,10.7
E00106111,76.9,15.8,7.3
E00106112,72.9,20,7.1
E00106113,76.7,17.8,5.5
E00106115,84.2,12.1,3.7
E00171802,76.6,17.4,6
E00171831,78.9,13.2,7.9
