areacd,disability_3a-001,disability_3a-002
E00140262,14,86
E00140265,12.7,87.3
E00140266,13.6,86.4
E00140267,22,78
E00140269,15,85
E00140270,10.5,89.5
E00140290,11.9,88.1
E00140291,12.7,87.3
E00140292,16.5,83.5
E00140293,13.6,86.4
E00140294,13.1,86.9
E00140295,13.2,86.8
E00140298,11.9,88.1
E00140299,16.4,83.6
E00140300,13.9,86.1
E00140301,18.9,81.1
E00140302,27.5,72.5
E00140303,17,83
E00140307,17.4,82.6
E00140321,21.6,78.4
E00140322,18.6,81.4
E00140323,24.8,75.2
E00140324,15.7,84.3
E00140325,13.5,86.5
E00140326,13.9,86.1
E00140327,16.7,83.3
E00140366,15.7,84.3
E00140367,15.8,84.2
E00140368,18.4,81.6
E00140369,14,86
E00140370,18.5,81.5
E00140371,14.1,85.9
E00140372,11.3,88.7
E00140373,13.3,86.7
E00140374,13,87
E00140375,33.9,66.1
E00140376,17.6,82.4
E00140377,15.9,84.1
E00140378,13.5,86.5
E00140379,15.7,84.3
E00140380,18.5,81.5
E00140381,23.4,76.6
E00140382,10.9,89.1
E00140383,13.4,86.6
E00140384,17.9,82.1
E00140385,18.2,81.8
E00140386,13,87
E00140387,14.1,85.9
E00140388,18.9,81.1
E00140389,14.1,85.9
E00140390,15.6,84.4
E00140391,21.5,78.5
E00140392,16.8,83.2
E00140393,18,82
E00140394,17.6,82.4
E00140395,16,84
E00140396,15.6,84.4
E00140397,23.1,76.9
E00140398,18.5,81.5
E00140399,30,70
E00140404,25.6,74.4
E00140405,19.2,80.8
E00140406,17,83
E00140407,17.5,82.5
E00140408,15.2,84.8
E00140415,12.4,87.6
E00140416,18.9,81.1
E00140429,15.9,84.1
E00140431,23,77
E00140432,20.9,79.1
E00140434,27.4,72.6
E00140435,13.1,86.9
E00140436,26.6,73.4
E00141037,14.4,85.6
E00141038,15.7,84.3
E00141073,10.3,89.7
E00141075,27.4,72.6
E00141076,15,85
E00141081,24.6,75.4
E00141082,16.6,83.4
E00189796,11.5,88.5
E00189904,21.8,78.2
E00189907,33.6,66.4
