geography_code,disability_3a-001,disability_3a-002
E00127023,16.3,83.8
E00127411,15.2,84.8
E00129625,23.4,76.6
E00129626,25.8,74.2
E00129709,26.5,73.5
E00129712,18.5,81.5
E00129713,19.7,80.3
E00129717,20.5,79.5
E00129718,12.7,87.3
E00129719,15.9,84.1
E00129720,20.2,79.8
E00129721,33.8,66.2
E00129723,17.2,82.8
E00129724,22.1,77.9
E00129725,19.2,80.8
E00129726,19.4,80.6
E00129727,32.3,67.7
E00129728,23.5,76.5
E00129729,25,75
E00129730,16.8,83.3
E00129731,36,64
E00129732,17.8,82.2
E00129733,22.7,77.3
E00129734,21.7,78.3
E00129840,19,81
E00129841,22.9,77.1
E00129842,23.3,76.7
E00129843,27.2,72.8
E00129844,13.7,86.3
E00129845,19,81
E00129848,34.3,65.7
E00129849,28.8,71.2
E00129852,32.2,67.8
E00129853,19.2,80.8
E00129854,22.4,77.6
E00129855,24,76
E00129856,23.1,76.9
E00129857,23,77
E00129859,20.4,79.6
E00129860,31.1,68.9
E00129863,26.4,73.6
E00129864,23.5,76.5
E00129865,26.2,73.8
E00170174,20.7,79.3
E00170180,16.4,83.6
E00185571,20.4,79.6
E00185579,16.5,83.5
E00185588,20.6,79.4
E00185601,16.1,83.9
E00185616,15.3,84.7
