geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00084160,79.2,17.1,3.7
E00090193,93.3,6.3,0.4
E00090194,88.6,9.2,2.2
E00090201,91.3,6.1,2.5
E00145742,88,9.1,2.8
E00145743,85.2,9,5.8
E00145744,90.7,6.2,3.1
E00145745,89.9,7.8,2.2
E00145746,85.7,7.8,6.5
E00145747,89.1,8.3,2.6
E00145748,89.8,7.2,3.1
E00145749,88.3,8.4,3.3
E00145928,82.6,12.1,5.3
E00145929,92.3,7,0.7
E00145930,85.9,12,2.1
E00145931,88.4,9,2.6
E00145932,78.7,14.2,7.1
E00145933,88,7.8,4.2
E00145934,61.9,29.1,9
E00145935,83.3,13.2,3.4
E00145936,89.1,7.8,3.1
E00145937,89.5,8.2,2.3
E00145938,86.8,10.1,3.1
E00145939,87.7,10,2.3
E00145940,88.3,9.8,1.8
E00145941,93,7,0
E00145942,90.1,8.3,1.7
E00145943,86.4,8.8,4.7
E00145944,88.5,8.1,3.4
E00145945,85.6,10.8,3.6
E00145946,88.8,7,4.1
E00145947,71.4,24.4,4.2
E00145948,80.6,12,7.4
E00145949,87.8,9.8,2.4
E00145950,88.2,10.3,1.5
E00145951,84.3,12.8,2.9
E00145952,92.4,6.1,1.5
E00145953,88.3,7.9,3.8
E00145954,80.3,13.9,5.7
E00145955,93.2,5.4,1.4
E00145956,90.8,6.2,3.1
E00145957,87.1,10.5,2.4
E00145958,86.8,9.2,4
E00145959,90.5,6.2,3.4
E00145960,89.7,7.1,3.1
E00145961,95.3,4.1,0.6
E00145962,81.8,14.9,3.4
E00145963,76.8,16.3,6.9
E00145964,79.2,16,4.8
E00145965,89.2,9.3,1.5
E00145966,90.4,7.4,2.1
E00145967,84,11.4,4.6
E00145968,89,7.6,3.3
E00145979,92.1,6.8,1.1
E00145980,90.9,8.5,0.6
E00145982,85.9,10.3,3.8
E00145990,90.5,7.6,1.9
E00145993,87.2,9.9,2.9
E00145994,86.9,11.3,1.7
E00145995,92.5,6.1,1.4
E00145996,90.8,7.8,1.4
E00145997,94.1,4.8,1.1
E00145998,88.1,9.9,2
E00145999,86.2,11.5,2.4
E00146000,85.8,10.4,3.8
E00146001,85.5,10.5,3.9
E00146002,86.9,10.7,2.4
E00146003,87.9,9.4,2.7
E00146004,86.8,11.4,1.8
E00146005,75.3,17.2,7.4
E00146006,85,12.6,2.4
E00146007,79.3,15.5,5.2
E00146008,86.3,9.7,3.9
E00146009,85.1,13.4,1.4
E00146069,87.1,8.7,4.2
E00146070,91.2,7.5,1.3
E00146071,91.8,7,1.2
E00146074,85,11.5,3.5
E00173180,84.8,7.8,7.4
E00173187,80.1,17,2.9
E00186049,84,11.2,4.8
E00186051,87.8,10.6,1.6
