geography_code,disability_3a-001,disability_3a-002
W00000419,20.4,79.6
W00000421,18.8,81.2
W00001014,10.5,89.5
W00001016,15.5,84.5
W00001026,15.1,84.9
W00001027,23.8,76.2
W00001028,23.1,76.9
W00001029,22,78
W00001030,15.5,84.5
W00001031,22.6,77.4
W00001032,16.6,83.4
W00001033,19.9,80.1
W00001074,13.6,86.4
W00001075,16.9,83.1
W00001076,14.8,85.2
W00001077,15.9,84.1
W00001078,22.3,77.7
W00001079,21.4,78.6
W00001080,19.2,80.8
W00001081,11.6,88.4
W00001082,24.8,75.2
W00001083,15.3,84.7
W00001084,18.7,81.3
W00001088,14,86
W00001092,15.3,84.7
W00001093,16.8,83.2
W00001094,20.4,79.6
W00001095,20,80
W00001102,21.5,78.5
W00001103,15,85
W00001104,12.3,87.7
W00001105,15.8,84.2
W00001106,13.3,86.7
W00001107,19.1,80.9
W00001108,12.5,87.5
W00001109,23.4,76.6
W00001111,16.8,83.2
W00001113,20.6,79.4
W00001114,22.1,77.9
W00001117,30.5,69.5
W00001119,22.3,77.7
W00001120,26,74
W00001121,21.9,78.1
W00001122,22.9,77.1
W00001123,18.7,81.3
W00001294,14.7,85.3
W00001295,21.6,78.4
W00001296,23.7,76.3
W00001297,29.1,70.9
W00001298,26.8,73.2
W00001299,25.4,74.6
W00001300,24.9,75.1
W00001301,13,87
W00001302,18.5,81.5
W00001303,16.8,83.2
W00001304,16.3,83.7
W00001305,15.3,84.7
W00001306,14.1,85.9
W00001307,16.9,83.1
W00001308,17.9,82.1
W00001309,11.5,88.5
W00001311,20.1,79.9
W00001312,19.3,80.7
W00001919,16.8,83.2
W00001920,21.2,78.8
W00001921,24.7,75.3
W00001922,19.2,80.8
W00010458,17.5,82.5
W00010493,19.5,80.5
