areacd,disability_3a-001,disability_3a-002
E00093427,19.3,80.7
E00093433,14,86
E00147172,14.7,85.3
E00147173,23.8,76.2
E00147174,13.1,86.9
E00147175,13.4,86.6
E00150627,15.8,84.2
E00150666,17,83
E00150667,14.9,85.1
E00150668,13.8,86.2
E00150669,17.1,82.9
E00150671,21.4,78.6
E00150672,17.8,82.2
E00150673,17.8,82.2
E00150674,23.6,76.4
E00150676,20.6,79.4
E00150677,16.7,83.3
E00150678,18.7,81.3
E00150679,28.1,71.9
E00150680,13.6,86.4
E00150681,14.8,85.2
E00150682,14.8,85.2
E00150684,14,86
E00150685,15.5,84.5
E00150686,19.1,80.9
E00150687,10.7,89.3
E00150688,38.9,61.1
E00150689,17.4,82.6
E00150690,20.6,79.4
E00150691,14.8,85.2
E00150692,21.9,78.1
E00150693,12.6,87.4
E00150694,14.4,85.6
E00150695,18.5,81.5
E00150696,27.8,72.2
E00150697,20.1,79.9
E00150698,30.3,69.7
E00150699,21.3,78.7
E00150700,28,72
E00150701,16.7,83.3
E00172352,17.5,82.5
E00172353,13.1,86.9
E00172356,13.4,86.6
E00172357,37.4,62.6
